IDs,Formula,Definition,Lower bound,Upper bound,Reaction name,comments,DB_IDs,ECs,Compartments,Kegg Definition,Kegg Equation,Pathways
UF00340_C,4tmeabutn_c  +  akg_c  +  o2_c  -->   succ_c  +  crn_c  +  co2_c,4-(trimethylammonio)butanoate  +  2-Oxoglutarate  +  dioxygen  <=>  Carnitine  +  Succinate(2-)  +  CO2,0,1000,4-Trimethylammoniobutanoate.2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating) (1.14.11.1),,R02397,1.14.11.1,1,4-Trimethylammoniobutanoate + 2-Oxoglutarate + Oxygen <=> Carnitine + Succinate + CO2,C01181 + C00026 + C00007 <=> C00487 + C00042 + C00011,rn00310  Lysine degradation
UF00340_M,4tmeabutn_m  +  akg_m  +  o2_m  -->  co2_m  +  crn_m  +  succ_m,4-(trimethylammonio)butanoate  +  2-oxoglutarate(2-)  +  dioxygen  <=>   L-carnitine  +  succinate(2-)  +  carbon dioxide,0,1000,4-Trimethylammoniobutanoate.2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating) (1.14.11.1),,R02397,1.14.11.1,1,4-Trimethylammoniobutanoate + 2-Oxoglutarate + Oxygen <=> Carnitine + Succinate + CO2,C01181 + C00026 + C00007 <=> C00487 + C00042 + C00011,rn00310  Lysine degradation
UF00341_C,akg_c  +  o2_c  +  taur_c  -->  aacald_c  +  co2_c  +  h_c  +  so3_c  +  succ_c,taurine zwitterion  +  dioxygen  +  2-oxoglutarate(2-)  <=>   succinate(2-)  +  ammonioacetaldehyde  +  Sulfite  +  carbon dioxide  +  H + ,0,1000,Taurine. 2-oxoglutarate:O2 oxidoreductase (sulfite-forming) (1.14.11.17),,R05320,1.14.11.17|1.14.11.-,1,Taurine + 2-Oxoglutarate + Oxygen <=> Sulfite + Aminoacetaldehyde + Succinate + CO2,C00245 + C00026 + C00007 <=> C00094 + C06735 + C00042 + C00011,"rn00430  Taurine and hypotaurine metabolism, rn00920  Sulfur metabolism"
UF00342_M,proL_m + akg_m + o2_m <=> hpro_m + succ_m + co2_m,L-proline zwitterion + 2-Oxoglutarate + Oxygen <=> Hydroxyproline + Succinate + CO2,0,1000,L-Proline.2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (1.14.11.2|1.14.11.57),,R01252,1.14.11.2|1.14.11.57,1,L-Proline + 2-Oxoglutarate + Oxygen <=> Hydroxyproline + Succinate + CO2,C00148 + C00026 + C00007 <=> C01157 + C00042 + C00011,"rn00330  Arginine and proline metabolism, "
UF00343_C,akg_c  +  duri_c  +  o2_c  -->  co2_c  +  succ_c  +  uri_c,2-oxoglutarate(2-)  +  dioxygen  +  2'-deoxyuridine  <=>   Uridine  +  carbon dioxide  +  succinate(2-),0,1000,2-Deoxyuridine.2-oxoglutarate:oxygen oxidoreductase (2'-hydroxylating) (1.14.11.3),,R01879,1.14.11.3,1,Deoxyuridine + 2-Oxoglutarate + Oxygen <=> Uridine + Succinate + CO2,C00526 + C00026 + C00007 <=> C00299 + C00042 + C00011,
UF00344_C,akg_c  +  o2_c  +  xan_c  -->  co2_c  +  succ_c  +  urate_c,2-oxoglutarate(2-)  +  dioxygen  +  9H-xanthine  <=>   carbon dioxide  +  urate  +  succinate(2-),0,1000,xanthine.2-oxoglutarate:oxygen oxidoreductase (1.14.11.48),,R10920,1.14.11.48,1,Xanthine + 2-Oxoglutarate + Oxygen <=> Urate + Succinate + CO2,C00385 + C00026 + C00007 <=> C00366 + C00042 + C00011,
UF00345_C,akg_c  +  o2_c  +  tmlys_c  -->  3htmelys_c  +  co2_c  +  succ_c,"2-oxoglutarate(2-)  +  dioxygen  +  N6,N6,N6-trimethyl-L-lysine zwitterion  <=>   3-hydroxy-N(6),N(6),N(6)-trimethyl-L-lysine zwitterion  +  carbon dioxide  +  succinate(2-)",0,1000,N6.N6.N6-Trimethyl-L-lysine.2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating) (1.14.11.8),,R03451,1.14.11.8,1,"N6,N6,N6-Trimethyl-L-lysine + 2-Oxoglutarate + Oxygen <=> (3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine + Succinate + CO2",C03793 + C00026 + C00007 <=> C01259 + C00042 + C00011,rn00310  Lysine degradation
UF00346_C,anth_c  +  3.0 h_c  +  nadh_c  +  o2_c  -->  catechol_c  +  co2_c  +  nad_c  +  nh4_c,anthranilate  +  H +   +  NADH(2-)  +  dioxygen  <=>   NAD(1-)  +  catechol  +  carbon dioxide  +  Ammonium,0,1000,Anthranilate.NADH:oxygen oxidoreductase (1.2-hydroxylating. deaminating. decarboxylating) (1.14.12.1),,R00823,1.14.12.1,1,Anthranilate + Oxygen + NADH + H+ <=> Catechol + Ammonia + CO2 + NAD+,C00108 + C00007 + C00004 + C00080 <=> C00090 + C00014 + C00011 + C00003,"rn00627  Aminobenzoate degradation, rn01120  Microbial metabolism in diverse environments, MODULE M00637  Anthranilate degradation, anthranilate => catechol"
UF00347_C,nadph_c  +  2.0 no_c  +  2.0 o2_c  -->  h_c  +  nadp_c  +  2.0 no3_c,nitric oxide  +  dioxygen  +  NADPH(4-)  <=>   H +   +  nitrate  +  NADP(3-),0,1000,nitric oxide. NADPH2:oxygen oxidoreductase (1.14.12.17),,R05725,1.14.12.17,1,2 Nitric oxide + 2 Oxygen + NADPH + H+ <=> 2 Nitrate + NADP+,2 C00533 + 2 C00007 + C00005 + C00080 <=> 2 C00244 + C00006,
UF00348_M,3ophb_5_m  +  h_m  +  nadph_m  +  o2_m  -->  3dh5hpb_m  +  h2o_m  +  nadp_m,"4-hydroxy-3-all-trans-hexaprenylbenzoate  +  NADPH(4-)  +  H +   +  dioxygen  <=>   3-Hexaprenyl-4,5-dihydroxybenzoate  +  NADP(3-)  +  water",0,1000,(1.14.13.-),,ND,1.14.13.-,0,,,
UF00349_C,T4hcinnm_c + nadph_c + o2_c + h_c <=> 34dhcinm_c + nadp_c + h2o_c,4-coumarate(1-) <=> trans-caffeate,0,1000,(1.14.13.-),,R07826,1.14.13.-,1,4-Coumarate <=> Caffeate,C00811 <=> C01197,
UF00350_C,2hyoxplac_c  +  h_c  +  nadph_c  +  o2_c  <=>  h2o_c  +  hgentis_c  +  nadp_c,(2-hydroxyphenyl)acetate  +  dioxygen  +  NADPH(4-)  +  H +   <=>   Homogentisate  +  NADP(3-)  +  water,0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00351_M,2hpmmbq_m  +  h_m  +  nadh_m  +  o2_m  -->  2hpmhmbq_m  +  h2o_m  +  nad_m,"2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone  +  H +   +  NADH(2-)  +  dioxygen  <=>   2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone  +  water  +  NAD(1-)",0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00352_C,4etpheoh_c  +  h_c  +  nadph_c  +  o2_c  -->  4hpheetoh_c  +  nadp_c + h2o_c,4-ethylphenol  +  NADPH(4-)  +  H +   +  dioxygen  <=>   NADP(3-)  +  4-(1-hydroxyethyl)phenol + water,0,1000,4-ethylphenol methylenehydroxylase (1.14.13.-),,R06890,1.14.13.-,1,4-Ethylphenol + NADPH + H+ + Oxygen <=> 1-(4'-Hydroxyphenyl)ethanol + NADP+ + H2O,C13637 + C00005 + C00080 + C00007 <=> C13638 + C00006 + C00001,
UF00353_C,h_c  +  nadh_c  +  o2_c  +  phenol_c  <=>  catechol_c  +  h2o_c  +  nad_c,PHENOL  +  H +   +  NADH(2-)  +  dioxygen  <=>   NAD(1-)  +  catechol  +  water,0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00354_C,catechol_c + nadh_c + o2_c + h_c --> 124bztriol_c + nad_c + h2o_c,"catechol  +  NADH + dioxygen + H+ <=>  1,2,4-trihydroxybenzene + NAD + H2O",0,1000,resorcinol.NADH:oxygen oxidoreductase (4-hydroxylating) (1.14.13.-),,R11347,1.14.13.-,1,"Resorcinol + NADH + H+ + Oxygen <=> Benzene-1,2,4-triol + NAD+ + H2O",C01751 + C00004 + C00080 + C00007 <=> C02814 + C00003 + C00001,"rn00362  Benzoate degradation, rn01120  Microbial metabolism in diverse environments"
UF00355_C,vanlt_c + nadh_c + o2_c + h_c --> mhquinone_c + nad_c + co2_c + h2o_c,vanillate +  NADH + dioxygen + H+ <=>  methoxyhydroquinone  + NAD + CO2,0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00356_C,catechol_c + nadph_c + o2_c + h_c --> 124bztriol_c + nadp_c + h2o_c,"catechol  +  NADPH + dioxygen + H+ <=>  1,2,4-trihydroxybenzene + NADP + H2O",0,1000,Resorcinol.NADPH:oxogen oxidoreductase (2-hydroxylating) (1.14.13.-),,R05249,1.14.13.-,1,"Resorcinol + Oxygen + NADPH + H+ <=> Benzene-1,2,4-triol + NADP+ + H2O",C01751 + C00007 + C00005 + C00080 <=> C02814 + C00006 + C00001,"rn00362  Benzoate degradation, rn01120  Microbial metabolism in diverse environments"
UF00357_C,mhquinone_c + o2_c + nadh_c + h_c --> 124bztriol_c + nad_c + h2o_c + fald_c ,"methoxyhydroquinone + O2 + NADH + H+ <=>  1,2,4-trihydroxybenzene + NAD+ + H2O + formaldehyde",0,1000,(1.14.13.82),,ND,1.14.13.-,1,,,
UF00358_C,salc_c + nadh_c + o2_c + h_c --> 23dhb_c + nad_c + h2o_c,"salicylate +  NADH + dioxygen + H+ <=>  2,3-dihydroxybenzoate + NAD + H2O",0,1000,salicylate.NADH:oxygen oxidoreductase (5-hydroxylating) (1.14.13.-),,R07709,1.14.13.-,1,"Salicylate + NADH + Oxygen + H+ <=> 2,5-Dihydroxybenzoate + NAD+ + H2O",C00805 + C00004 + C00007 + C00080 <=> C00628 + C00003 + C00001,"rn00626  Naphthalene degradation, rn01120  Microbial metabolism in diverse environments, MODULE M00638  Salicylate degradation, salicylate => gentisate"
UF00359_C,salc_c + nadh_c + o2_c + h_c --> 24dhb_c + nad_c + h2o_c,"salicylate +  NADH + dioxygen + H+ <=>  2,4-dihydroxybenzoate + NAD + H2O",0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00360_C,4hdbzld_c + nadh_c + h_c + o2_c <=> 34dhbzld_c + nad_c  +  h2o_c,"4-hydroxy benzaldehyde +  NADH + dioxygen + H+ <=>  3,4-dihydroxy benzaldehyde + NAD + H2O",0,1000,4-hydroxybenzoate.NADH:oxygen oxidoreductase (3-hydroxylating) (1.14.14.1),,RXN-8872,1.14.14.1,1,,,
UF00361_C,34dhbz_c + nadh_c + o2_c + h_c  --> 345thbza_c + nad_c  +  h2o_c,"3,4-dihydroxy benzoate + dioxygen <=> gallate + H2O",0,1000,(1.14.13.-),,R01637,1.14.13.-,1,"3,4-Dihydroxybenzoate <=> Gallate",C00230 <=> C01424,
UF00362_C,4hdbzld_c + nadph_c + h_c + o2_c <=> 34dhbzld_c + nadp_c + h2o_c ,"4-hydroxy benzaldehyde  +  NADPH + dioxygen + H+ <=>  3,4-dihydroxy benzaldehyde + NADP + H2O",0,1000,4-hydroxybenzoate.NADPH:oxygen oxidoreductase (3-hydroxylating) (1.14.14.1),,RXN-8872,1.14.14.1,1,,,
UF00363_C,24dhb_c + nadh_c + o2_c + h_c --> 124bztriol_c + nad_c + co2_c + h2o_c,"2,4-dihydroxybenzoate +  NADH + dioxygen + H+ <=>  1,3,4-trihydroxybenzene + NAD + CO2",0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00364_C,gentisate_c + nadh_c + o2_c + h_c --> 124bztriol_c + nad_c + co2_c + h2o_c,"2,5-dihydroxybenzoate +  NADH + dioxygen + H+ <=>  1,3,4-trihydroxybenzene + NAD + CO2",0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00365_C,fumiquinazoline_F_indoline3ol_c  +  h_c  +  2.0 nadph_c  +  o2_c  -->  fumiquinazoline_F_indoline23diol_c  +  h2o_c  +  2.0 nadp_c,"fumiquinazoline F-indoline-3'-ol  +  dioxygen  +  H +   +  NADPH(4-)  <=>   NADP(3-)  +  water  +  fumiquinazoline F-indoline-2',3'-diol",0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00366_C,fumiquinazoline_F_c  +  h_c  +  nadph_c  +  o2_c  -->  fumiquinazoline_F_indoline3ol_c  +  h2o_c  +  nadp_c,fumiquinazoline F  +  NADPH(4-)  +  H +   +  dioxygen  <=>   fumiquinazoline F-indoline-3'-ol  +  NADP(3-)  +  water,0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00367_C,h_c  +  hqn_c  +  nadph_c  +  o2_c  -->  124bztriol_c  +  h2o_c  +  nadp_c,"Hydroquinone  +  NADPH(4-)  +  H +   +  dioxygen  <=>   benzene-1,2,4-triol  +  NADP(3-)  +  water",0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00368_C,2hyoxplac_c  +  h_c  +  nadh_c  +  o2_c  <=>  h2o_c  +  hgentis_c  +  nad_c,(2-hydroxyphenyl)acetate  +  H +   +  NADH(2-)  +  dioxygen  <=>   Homogentisate  +  NAD(1-)  +  water,0,1000,(1.14.13.-),,R05450,1.14.13.-,1,2-Hydroxyphenylacetate + Oxygen + NADH + H+ <=> Homogentisate + NAD+ + H2O,C05852 + C00007 + C00004 + C00080 <=> C00544 + C00003 + C00001,
UF00369_C,h_c  +  nadph_c  +  o2_c  +  pac_c  <=>  2hyoxplac_c  +  h2o_c  +  nadp_c,phenylacetate  +  dioxygen  +  NADPH(4-)  +  H +   <=>   (2-hydroxyphenyl)acetate  +  NADP(3-)  +  water,0,1000,"phenylacetate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2-hydroxylating)(1.14.14.54)",,R05487,1.14.14.54,1,Phenylacetic acid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2-Hydroxyphenylacetate + [Oxidized NADPH---hemoprotein reductase] + H2O,C07086 + C03024 + C00007 <=> C05852 + C03161 + C00001,
UF00370_M,2hp6mp_m  +  o2_m  -->  2hp6mbq_m  +  h2o_m,"2-Hexaprenyl-6-methoxyphenol  +  dioxygen  <=>   2-Hexaprenyl-6-methoxy-1,4-benzoquinone  +  water",0,1000,(1.14.13.-),,ND,1.14.13.-,1,,,
UF00371_C,3ggindole_c + o2_c + nadph_c + h_c --> 1011e3ggi_c + nadp_c + h2o_c,"3-Geranylgeranylindole + Oxygen + NADPH + H+ <=> 10,11-Epoxy-3-geranylgeranylindole + NADP+ + H2O",0,1000,3-geranylgeranylindole.NADPH:oxygen oxidoreductase (10.11-epoxidizing) (1.14.13.-),,R10350,1.14.13.-,1,"3-Geranylgeranylindole + Oxygen + NADPH + H+ <=> 10,11-Epoxy-3-geranylgeranylindole + NADP+ + H2O",C20525 + C00007 + C00005 + C00080 <=> C20526 + C00006 + C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00661  Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"
UF00372_C,emindole_c + o2_c + nadph_c + h_c --> 1415epemi_c + nadp_c + h2o_c,"Emindole SB + Oxygen + NADPH + H+ <=> 14,15-Epoxyemindole SB + NADP+ + H2O",0,1000,emindole-SB.NADPH:oxygen oxidoreductase (14.15-epoxidizing) (1.14.13.-),,R10351,1.14.13.-,1,"Emindole SB + Oxygen + NADPH + H+ <=> 14,15-Epoxyemindole SB + NADP+ + H2O",C20527 + C00007 + C00005 + C00080 <=> C20529 + C00006 + C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00661  Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"
UF00373_C,paspaline_c + 2 nadph_c + 2 h_c + 2 o2_c --> paspalineb_c + 2 nadp_c + 3 h2o_c,Paspaline + 2 NADPH + 2 H+ + 2 Oxygen <=> Paspaline B + 2 NADP+ + 3 H2O,0,1000,paspaline.NADPH:oxygen oxidoreductase (1.14.13.-),,R10371,1.14.13.-,1,Paspaline + 2 NADPH + 2 H+ + 2 Oxygen <=> Paspaline B + 2 NADP+ + 3 H2O,C20530 + 2 C00005 + 2 C00080 + 2 C00007 <=> C20587 + 2 C00006 + 3 C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF00374_C,paspalineb_c + nadph_c + h_c + o2_c --> 12dm1112dhp_c + nadp_c + h2o_c + for_c,"Paspaline B + NADPH + H+ + Oxygen <=> 12-Demethyl-11,12-dehydropaspaline + NADP+ + H2O + Formate",0,1000,paspaline-B.NADPH:oxygen oxidoreductase (1.14.13.-),,R10356,1.14.13.-,1,"Paspaline B + NADPH + H+ + Oxygen <=> 12-Demethyl-11,12-dehydropaspaline + NADP+ + H2O + Formate",C20587 + C00005 + C00080 + C00007 <=> C20534 + C00006 + C00001 + C00058,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF00375_C,12dm1112dhp_c + o2_c + nadph_c + h_c --> bpcm6_c + nadp_c + h2o_c,"12-Demethyl-11,12-dehydropaspaline + Oxygen + NADPH + H+ <=> beta-PC-M6 + NADP+ + H2O",0,1000,(1.14.13.-),,R10357,1.14.13.-,1,"12-Demethyl-11,12-dehydropaspaline + Oxygen + NADPH + H+ <=> beta-PC-M6 + NADP+ + H2O",C20534 + C00007 + C00005 + C00080 <=> C20535 + C00006 + C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF00376_C,bpcm6_c + o2_c + nadph_c + h_c --> 13dpxi_c + nadp_c + 2 h2o_c,beta-PC-M6 + Oxygen + NADPH + H+ <=> 13-Desoxypaxilline + NADP+ + 2 H2O,0,1000,(1.14.13.-),,R10358,1.14.13.-,1,beta-PC-M6 + Oxygen + NADPH + H+ <=> 13-Desoxypaxilline + NADP+ + 2 H2O,C20535 + C00007 + C00005 + C00080 <=> C20531 + C00006 + 2 C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF00377_C,13dpxi_c + nadph_c + h_c + o2_c --> paxilline_c + nadp_c + h2o_c,13-Desoxypaxilline + NADPH + H+ + Oxygen <=> Paxilline + NADP+ + H2O,0,1000,13-desoxypaxilline.NADPH:oxygen oxidoreductase (1.14.13.-),,R10359,1.14.13.-,1,13-Desoxypaxilline + NADPH + H+ + Oxygen <=> Paxilline + NADP+ + H2O,C20531 + C00005 + C00080 + C00007 <=> C13782 + C00006 + C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF00378_C,13dpxi_c + nadph_c + h_c + o2_c --> pasplne_c + nadp_c + 2 h2o_c,13-Desoxypaxilline + NADPH + Oxygen + H+ <=> Paspalicine + NADP+ +  H2O,0,1000,(1.14.13.-),,R10361,1.14.13.-,1,13-Desoxypaxilline + NADPH + Oxygen + H+ <=> Paspalicine + NADP+ + 2 H2O,C20531 + C00005 + C00007 + C00080 <=> C20553 + C00006 + 2 C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF00379_C,pasplne_c + o2_c + nadph_c + h_c --> paspnne_c + nadp_c + h2o_c,Paspalicine + Oxygen + NADPH + H+ <=> Paspalinine + NADP+ + H2O,0,1000,(1.14.13.-),,R10362,1.14.13.-,1,Paspalicine + Oxygen + NADPH + H+ <=> Paspalinine + NADP+ + H2O,C20553 + C00007 + C00005 + C00080 <=> C20554 + C00006 + C00001,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF00380_C,bz_c  +  h_c  +  nadph_c  +  o2_c  -->  h2o_c  +  nadp_c  +  salc_c,NADPH(4-)  +  benzoate(1-)  +  H +   +  dioxygen  <=>   NADP(3-)  +  water  +  Salicylate,0,1000,benzoate.NADPH:oxygen oxidoreductase (2-hydroxylating) (1.14.13.-),,R08838,1.14.13.-,1,Benzoate + NADPH + Oxygen <=> Salicylate + NADP+ + H2O,C00180 + C00005 + C00007 <=> C00805 + C00006 + C00001,
UF00381_C,echin_c  +  h_c  +  nadph_c  +  o2_c  -->  3hydroxyechinone_c  +  h2o_c  +  nadp_c,NADPH(4-)  +  H +   +  dioxygen  +  Echinenone  <=>   3-hydroxyechinenone  +  NADP(3-)  +  water,0,1000,"echinenone,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase (1.14.13.-|1.14.15.24)",,R07561,1.14.13.-|1.14.15.24,1,Echinenone + 2 Reduced ferredoxin + H+ + Oxygen <=> 3'-Hydroxyechinenone + 2 Oxidized ferredoxin + H2O,C08592 + 2 C00138 + C00080 + C00007 <=> C15965 + 2 C00139 + C00001,rn00906  Carotenoid biosynthesis
UF00382_C,caro_c  +  h_c  +  nadph_c  +  o2_c  -->  bcryptox_c  +  h2o_c  +  nadp_c,H +   +  dioxygen  +  NADPH(4-)  +  Beta-Carotene  <=>   water  +  NADP(3-)  +  Beta-Cryptoxanthin,0,1000,"beta-carotene,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase (1.14.13.-|1.14.15.24|1.14.-.-)",ferredoxin not NADPH!,R09747,1.14.13.-|1.14.15.24|1.14.-.-,1,beta-Carotene + 4 Reduced ferredoxin + 2 H+ + 2 Oxygen <=> Zeaxanthin + 4 Oxidized ferredoxin + 2 H2O,C02094 + 4 C00138 + 2 C00080 + 2 C00007 <=> C06098 + 4 C00139 + 2 C00001,", rn01110  Biosynthesis of secondary metabolites"
UF00383_C,bcryptox_c  +  h_c  +  nadph_c  +  o2_c  -->  h2o_c  +  nadp_c  +  zeax_c,H +   +  dioxygen  +  NADPH(4-)  +  Beta-Cryptoxanthin  <=>   water  +  NADP(3-)  +  zeaxanthin,0,1000,"beta-carotene,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase (1.14.13.-|1.14.15.24|1.14.-.-)",ferredoxin not NADPH!,R09747,1.14.13.-|1.14.15.24|1.14.-.-,1,beta-Carotene + 4 Reduced ferredoxin + 2 H+ + 2 Oxygen <=> Zeaxanthin + 4 Oxidized ferredoxin + 2 H2O,C02094 + 4 C00138 + 2 C00080 + 2 C00007 <=> C06098 + 4 C00139 + 2 C00001,", rn01110  Biosynthesis of secondary metabolites"
UF00384_C,h_c  +  nadh_c  +  o2_c  +  tol_c  -->  bzalc_c  +  h2o_c  +  nad_c,H +   +  toluene  +  NADH(2-)  +  dioxygen  <=>   NAD(1-)  +  benzyl alcohol  +  water,0,1000,toluene. ferredoxin:oxygen oxidoreductase (methyl-hydroxylating) (1.14.13.-|1.14.15.26),,R02550|R05875,1.14.13.-|1.14.15.26,1,Benzyl alcohol + 2 Oxidized ferredoxin + H2O <=> Toluene + Oxygen + 2 Reduced ferredoxin + 2 H+,C00556 + 2 C00139 + C00001 <=> C01455 + C00007 + 2 C00138 + 2 C00080,"rn00623  Toluene degradation, rn01120  Microbial metabolism in diverse environments, rn01220  Degradation of aromatic compounds, MODULE M00538  Toluene degradation, toluene => benzoate"
UF00385_C,2.0 h_c  +  nadh_c  +  o2_c  +  salc_c  -->  catechol_c  +  co2_c  +  h2o_c  +  nad_c,H +   +  Salicylate  +  NADH(2-)  +  dioxygen  <=>   NAD(1-)  +  catechol  +  carbon dioxide  +  water,0,1000,salicylate.NADH:oxygen oxidoreductase (1-hydroxylating. decarboxylating) (1.14.13.1),,R00818,1.14.13.1,1,Salicylate + Oxygen + NADH + H+ <=> Catechol + CO2 + NAD+ + H2O,C00805 + C00007 + C00004 + C00080 <=> C00090 + C00011 + C00003 + C00001,"rn00621  Dioxin degradation, rn00624  Polycyclic aromatic hydrocarbon degradation, rn00626  Naphthalene degradation, rn01120  Microbial metabolism in diverse environments, rn01220  Degradation of aromatic compounds"
UF00386_C,h_c  +  nadh_c  +  o2_c  +  urate_c  -->  5hiu_c  +  h2o_c  +  nad_c,H +   +  urate  +  NADH(2-)  +  dioxygen  <=>   NAD(1-)  +  water  +  5-hydroxyisouric acid,0,1000,urate.NADH:oxygen oxidoreductase (5-hydroxyisourate forming) (1.14.13.113),,R09514,1.14.13.113,1,Urate + NADH + H+ + Oxygen <=> 5-Hydroxyisourate + NAD+ + H2O,C00366 + C00004 + C00080 + C00007 <=> C11821 + C00003 + C00001,"rn00230  Purine metabolism, rn01120  Microbial metabolism in diverse environments, MODULE M00546  Purine degradation, xanthine => urea"
UF00387_C,bz_c  +  h_c  +  nadph_c  +  o2_c  <=>  4hbz_c  +  h2o_c  +  nadp_c,benzoate(1-)  +  dioxygen  +  NADPH(4-)  +  H +   <=>   4-Hydroxybenzoate  +  NADP(3-)  +  water,0,1000,(1.14.13.12),,ND,1.14.13.12,1,,,
UF00388_C,h_c  +  nadph_c  +  o2_c  +  salc_c <-- gentisate_c  +  h2o_c  +  nadp_c,"NADPH(4-)  +  H +   +  Salicylate  +  dioxygen  <=>   2,5-dihydroxybenzoate(1-)  +  NADP(3-)  +  water",0,1000,salicylate.NADPH:oxygen oxidoreductase (5-hydroxylating) (1.14.13.172),,R07710,1.14.13.172,1,"Salicylate + NADPH + Oxygen + H+ <=> 2,5-Dihydroxybenzoate + NADP+ + H2O",C00805 + C00005 + C00007 + C00080 <=> C00628 + C00006 + C00001,"rn00626  Naphthalene degradation, rn01120  Microbial metabolism in diverse environments, MODULE M00638  Salicylate degradation, salicylate => gentisate"
UF00389_C,gentisate_c  +  h2o_c  +  nad_c  <=>  h_c  +  nadh_c  +  o2_c  +  salc_c,"H +   +  Salicylate  +  NADH(2-)  +  dioxygen  <=>  NAD(1-)  +  2,5-dihydroxybenzoate(1-)  +  water ",0,1000,salicylate.NADH:oxygen oxidoreductase (5-hydroxylating) (1.14.13.172),,R07709,1.14.13.172,1,"Salicylate + NADH + Oxygen + H+ <=> 2,5-Dihydroxybenzoate + NAD+ + H2O",C00805 + C00004 + C00007 + C00080 <=> C00628 + C00003 + C00001,"rn00626  Naphthalene degradation, rn01120  Microbial metabolism in diverse environments, MODULE M00638  Salicylate degradation, salicylate => gentisate"
UF00390_C,4hoxpac_c  +  h_c  +  nadph_c  +  o2_c  -->  h2o_c  +  hgentis_c  +  nadp_c,(4-hydroxyphenyl)acetate(1-)  +  NADPH(4-)  +  dioxygen  +  H+   <=>   Homogentisate  +  NADP(3-)  +  water,0,1000,4-hydroxyphenylacetate.NADPH:oxygen oxidoreductase (1-hydroxylating) (1.14.13.18),,R02516,1.14.13.18,1,4-Hydroxyphenylacetate + Oxygen + NADPH + H+ <=> Homogentisate + NADP+ + H2O,C00642 + C00007 + C00005 + C00080 <=> C00544 + C00006 + C00001,
UF00391_C,4hoxpac_c  +  h_c  +  nadh_c  +  o2_c  -->  h2o_c  +  hgentis_c  +  nad_c,(4-Hydroxyphenyl)acetate  +  H +   +  NADH(2-)  +  dioxygen  <=>   Homogentisate  +  NAD(1-)  +  water,0,1000,4-hydroxyphenylacetate.NADH:oxygen oxidoreductase (1-hydroxylating) (1.14.13.18),,R02514,1.14.13.18,1,4-Hydroxyphenylacetate + Oxygen + NADH + H+ <=> Homogentisate + NAD+ + H2O,C00642 + C00007 + C00004 + C00080 <=> C00544 + C00003 + C00001,
